"day","microbe","lim","type","cID","abd"
-19,"Syn","N","Control","NL4",NA
-17,"Syn","N","Control","NL4",NA
-13,"Syn","N","Control","NL4",NA
-11,"Syn","N","Control","NL4",NA
-6,"Syn","N","Control","NL4",NA
0,"Syn","N","Control","NL4",NA
2,"Syn","N","Control","NL4",NA
4,"Syn","N","Control","NL4",NA
7,"Syn","N","Control","NL4",NA
9,"Syn","N","Control","NL4",NA
11,"Syn","N","Control","NL4",NA
14,"Syn","N","Control","NL4",NA
16,"Syn","N","Control","NL4",NA
18,"Syn","N","Control","NL4",NA
21,"Syn","N","Control","NL4",NA
23,"Syn","N","Control","NL4",NA
25,"Syn","N","Control","NL4",NA
28,"Syn","N","Control","NL4",NA
30,"Syn","N","Control","NL4",NA
32,"Syn","N","Control","NL4",NA
35,"Syn","N","Control","NL4",NA
37,"Syn","N","Control","NL4",NA
39,"Syn","N","Control","NL4",NA
42,"Syn","N","Control","NL4",NA
44,"Syn","N","Control","NL4",NA
46,"Syn","N","Control","NL4",NA
49,"Syn","N","Control","NL4",NA
51,"Syn","N","Control","NL4",NA
53,"Syn","N","Control","NL4",NA
56,"Syn","N","Control","NL4",NA
58,"Syn","N","Control","NL4",NA
60,"Syn","N","Control","NL4",NA
63,"Syn","N","Control","NL4",NA
65,"Syn","N","Control","NL4",NA
67,"Syn","N","Control","NL4",NA
70,"Syn","N","Control","NL4",NA
72,"Syn","N","Control","NL4",NA
74,"Syn","N","Control","NL4",NA
77,"Syn","N","Control","NL4",NA
79,"Syn","N","Control","NL4",NA
81,"Syn","N","Control","NL4",NA
84,"Syn","N","Control","NL4",NA
86,"Syn","N","Control","NL4",NA
88,"Syn","N","Control","NL4",NA
91,"Syn","N","Control","NL4",NA
93,"Syn","N","Control","NL4",NA
95,"Syn","N","Control","NL4",NA
98,"Syn","N","Control","NL4",NA
100,"Syn","N","Control","NL4",NA
102,"Syn","N","Control","NL4",NA
105,"Syn","N","Control","NL4",NA
107,"Syn","N","Control","NL4",NA
109,"Syn","N","Control","NL4",NA
112,"Syn","N","Control","NL4",NA
114,"Syn","N","Control","NL4",NA
117,"Syn","N","Control","NL4",NA
119,"Syn","N","Control","NL4",NA
121,"Syn","N","Control","NL4",NA
125,"Syn","N","Control","NL4",NA
129,"Syn","N","Control","NL4",NA
131,"Syn","N","Control","NL4",NA
135,"Syn","N","Control","NL4",NA
144,"Syn","N","Control","NL4",NA
146,"Syn","N","Control","NL4",NA
149,"Syn","N","Control","NL4",NA
156,"Syn","N","Control","NL4",NA
158,"Syn","N","Control","NL4",NA
160,"Syn","N","Control","NL4",NA
166,"Syn","N","Control","NL4",NA
-125,"Syn","N","Infect","NL5",91472246.6
-124,"Syn","N","Infect","NL5",49987457.1
-118,"Syn","N","Infect","NL5",863001.17
-115,"Syn","N","Infect","NL5",737224.382
-112,"Syn","N","Infect","NL5",819312.348
-110,"Syn","N","Infect","NL5",2087365.713
-108,"Syn","N","Infect","NL5",2407538.1675
-105,"Syn","N","Infect","NL5",27166741.3333333
-103,"Syn","N","Infect","NL5",24503943.55
-101,"Syn","N","Infect","NL5",45040628.6
-98,"Syn","N","Infect","NL5",132036240.3
-96,"Syn","N","Infect","NL5",111083238
-89,"Syn","N","Infect","NL5",74937105
-74,"Syn","N","Infect","NL5",31787046.5
-68,"Syn","N","Infect","NL5",36684896.5
-62,"Syn","N","Infect","NL5",156388350.5
-55,"Syn","N","Infect","NL5",92177537
-48,"Syn","N","Infect","NL5",103834420
-46,"Syn","N","Infect","NL5",65288340.5
-45,"Syn","N","Infect","NL5",279569278
-41,"Syn","N","Infect","NL5",73516728.5
-39,"Syn","N","Infect","NL5",84830762
-34,"Syn","N","Infect","NL5",125091089
-32,"Syn","N","Infect","NL5",78708449.5
-27,"Syn","N","Infect","NL5",261055405
-24,"Syn","N","Infect","NL5",221382820
-19,"Syn","N","Infect","NL5",139098940
-17,"Syn","N","Infect","NL5",232941746
-13,"Syn","N","Infect","NL5",105156839.5
-11,"Syn","N","Infect","NL5",83410385.5
-6,"Syn","N","Infect","NL5",28529976.25
0,"Syn","N","Infect","NL5",35533901.75
2,"Syn","N","Infect","NL5",23186421.9
4,"Syn","N","Infect","NL5",9103470.53333334
7,"Syn","N","Infect","NL5",16894317.2666667
9,"Syn","N","Infect","NL5",4022767.46666667
11,"Syn","N","Infect","NL5",2217746.48
14,"Syn","N","Infect","NL5",1834244.825
16,"Syn","N","Infect","NL5",475091.45
18,"Syn","N","Infect","NL5",1309125.33571429
21,"Syn","N","Infect","NL5",706689.785714286
23,"Syn","N","Infect","NL5",134480.967142857
25,"Syn","N","Infect","NL5",613602.648
28,"Syn","N","Infect","NL5",1036189.146
30,"Syn","N","Infect","NL5",830128.623255814
32,"Syn","N","Infect","NL5",299165.972972973
35,"Syn","N","Infect","NL5",291885.385135135
37,"Syn","N","Infect","NL5",199434.3296875
39,"Syn","N","Infect","NL5",117089.2265625
42,"Syn","N","Infect","NL5",217648.209375
44,"Syn","N","Infect","NL5",238923.2453125
46,"Syn","N","Infect","NL5",508304.9953125
49,"Syn","N","Infect","NL5",1744093.7734375
51,"Syn","N","Infect","NL5",1982061.938
53,"Syn","N","Infect","NL5",938183.1675
56,"Syn","N","Infect","NL5",5210904.24583333
58,"Syn","N","Infect","NL5",10987714.24375
60,"Syn","N","Infect","NL5",14036258.53
63,"Syn","N","Infect","NL5",18726439.69
65,"Syn","N","Infect","NL5",9395300.7625
67,"Syn","N","Infect","NL5",7659012.9375
70,"Syn","N","Infect","NL5",12110283.9714286
72,"Syn","N","Infect","NL5",12060139.3166667
74,"Syn","N","Infect","NL5",19595318.28
77,"Syn","N","Infect","NL5",16934806.16
79,"Syn","N","Infect","NL5",24616594.1
81,"Syn","N","Infect","NL5",19110186.2375
84,"Syn","N","Infect","NL5",18375508.7375
86,"Syn","N","Infect","NL5",41119899.675
88,"Syn","N","Infect","NL5",54986529.3333333
91,"Syn","N","Infect","NL5",35542064.8333333
93,"Syn","N","Infect","NL5",34378009.15
95,"Syn","N","Infect","NL5",19895066.7
98,"Syn","N","Infect","NL5",61115372.3
100,"Syn","N","Infect","NL5",22059916.4
102,"Syn","N","Infect","NL5",18063270.8
105,"Syn","N","Infect","NL5",8688785.9
107,"Syn","N","Infect","NL5",5113355.4
109,"Syn","N","Infect","NL5",4809688.7
112,"Syn","N","Infect","NL5",3484003.96666667
114,"Syn","N","Infect","NL5",5204781.93333333
117,"Syn","N","Infect","NL5",11477295.1666667
119,"Syn","N","Infect","NL5",7332081.45
121,"Syn","N","Infect","NL5",18799580.9166667
125,"Syn","N","Infect","NL5",11265055
129,"Syn","N","Infect","NL5",7714113.75
131,"Syn","N","Infect","NL5",11460969
135,"Syn","N","Infect","NL5",9021839.7
144,"Syn","N","Infect","NL5",18717623.56
146,"Syn","N","Infect","NL5",16941663.15
149,"Syn","N","Infect","NL5",37879971.9
156,"Syn","N","Infect","NL5",119732024.791667
158,"Syn","N","Infect","NL5",28580995.5208333
160,"Syn","N","Infect","NL5",NA
166,"Syn","N","Infect","NL5",182017166.933333
-125,"Phage","N","Infect","NL5",NA
-124,"Phage","N","Infect","NL5",NA
-118,"Phage","N","Infect","NL5",NA
-115,"Phage","N","Infect","NL5",NA
-112,"Phage","N","Infect","NL5",NA
-110,"Phage","N","Infect","NL5",NA
-108,"Phage","N","Infect","NL5",NA
-105,"Phage","N","Infect","NL5",NA
-103,"Phage","N","Infect","NL5",NA
-101,"Phage","N","Infect","NL5",NA
-98,"Phage","N","Infect","NL5",NA
-96,"Phage","N","Infect","NL5",NA
-89,"Phage","N","Infect","NL5",NA
-74,"Phage","N","Infect","NL5",NA
-68,"Phage","N","Infect","NL5",NA
-62,"Phage","N","Infect","NL5",NA
-55,"Phage","N","Infect","NL5",NA
-48,"Phage","N","Infect","NL5",NA
-46,"Phage","N","Infect","NL5",NA
-45,"Phage","N","Infect","NL5",NA
-41,"Phage","N","Infect","NL5",NA
-39,"Phage","N","Infect","NL5",NA
-34,"Phage","N","Infect","NL5",NA
-32,"Phage","N","Infect","NL5",NA
-27,"Phage","N","Infect","NL5",NA
-24,"Phage","N","Infect","NL5",NA
-19,"Phage","N","Infect","NL5",NA
-17,"Phage","N","Infect","NL5",NA
-13,"Phage","N","Infect","NL5",NA
-11,"Phage","N","Infect","NL5",NA
-6,"Phage","N","Infect","NL5",NA
0,"Phage","N","Infect","NL5",NA
2,"Phage","N","Infect","NL5",2299688.222
4,"Phage","N","Infect","NL5",31735020.0885714
7,"Phage","N","Infect","NL5",80533869.7857778
9,"Phage","N","Infect","NL5",509424406.070667
11,"Phage","N","Infect","NL5",541202634.475455
14,"Phage","N","Infect","NL5",700895183.001
16,"Phage","N","Infect","NL5",789496401.217333
18,"Phage","N","Infect","NL5",914930451.091429
21,"Phage","N","Infect","NL5",837591157.204286
23,"Phage","N","Infect","NL5",963024078.12
25,"Phage","N","Infect","NL5",347620397.475
28,"Phage","N","Infect","NL5",790991988.8325
30,"Phage","N","Infect","NL5",1029347560.605
32,"Phage","N","Infect","NL5",890566118.0325
35,"Phage","N","Infect","NL5",817811806.37
37,"Phage","N","Infect","NL5",507798423.7625
39,"Phage","N","Infect","NL5",559393232.97
42,"Phage","N","Infect","NL5",615225869.7
44,"Phage","N","Infect","NL5",355574473.748
46,"Phage","N","Infect","NL5",448344370.786
49,"Phage","N","Infect","NL5",294360092.416
51,"Phage","N","Infect","NL5",360482055.83
53,"Phage","N","Infect","NL5",161642003.068
56,"Phage","N","Infect","NL5",341380080.024286
58,"Phage","N","Infect","NL5",74883809.4085714
60,"Phage","N","Infect","NL5",83294549.3466667
63,"Phage","N","Infect","NL5",61008910.9066667
65,"Phage","N","Infect","NL5",66636768.4357143
67,"Phage","N","Infect","NL5",66636768.4357143
70,"Phage","N","Infect","NL5",37170954.6928571
72,"Phage","N","Infect","NL5",157659037.9
74,"Phage","N","Infect","NL5",107008320.138571
77,"Phage","N","Infect","NL5",128413371.041429
79,"Phage","N","Infect","NL5",122604880.171429
81,"Phage","N","Infect","NL5",106618829.497143
84,"Phage","N","Infect","NL5",86206393.54
86,"Phage","N","Infect","NL5",94792990.4566667
88,"Phage","N","Infect","NL5",87127363.05
91,"Phage","N","Infect","NL5",85191199.4266667
93,"Phage","N","Infect","NL5",88786931.87
95,"Phage","N","Infect","NL5",177178728.306667
98,"Phage","N","Infect","NL5",143374891.985
100,"Phage","N","Infect","NL5",132805019.143333
102,"Phage","N","Infect","NL5",102798434.336
105,"Phage","N","Infect","NL5",301282865.208
107,"Phage","N","Infect","NL5",473451276.22
109,"Phage","N","Infect","NL5",344330894.9925
112,"Phage","N","Infect","NL5",156710712.86
114,"Phage","N","Infect","NL5",110124245.27
117,"Phage","N","Infect","NL5",208512968.17
119,"Phage","N","Infect","NL5",166121521.763889
121,"Phage","N","Infect","NL5",207031210.295
125,"Phage","N","Infect","NL5",137566401.115
129,"Phage","N","Infect","NL5",171291210.35
131,"Phage","N","Infect","NL5",128112785.8725
135,"Phage","N","Infect","NL5",151228208.7225
144,"Phage","N","Infect","NL5",310428274.8125
146,"Phage","N","Infect","NL5",294929087.44
149,"Phage","N","Infect","NL5",378381690.96
156,"Phage","N","Infect","NL5",NA
158,"Phage","N","Infect","NL5",NA
160,"Phage","N","Infect","NL5",NA
166,"Phage","N","Infect","NL5",NA
-125,"Syn","P","Control","PL1",89434741
-124,"Syn","P","Control","PL1",65846695.4
-118,"Syn","P","Control","PL1",2179739.164
-115,"Syn","P","Control","PL1",2898547.63
-112,"Syn","P","Control","PL1",1788368.29666667
-110,"Syn","P","Control","PL1",1161280.235
-108,"Syn","P","Control","PL1",721575.75125
-105,"Syn","P","Control","PL1",1902129.026
-103,"Syn","P","Control","PL1",1285489.711
-101,"Syn","P","Control","PL1",7825294.945
-98,"Syn","P","Control","PL1",12990077.77
-96,"Syn","P","Control","PL1",44805531.8
-89,"Syn","P","Control","PL1",104324205
-74,"Syn","P","Control","PL1",104324205
-68,"Syn","P","Control","PL1",125238024.5
-62,"Syn","P","Control","PL1",136111251.5
-55,"Syn","P","Control","PL1",110348560.5
-48,"Syn","P","Control","PL1",106430280.5
-46,"Syn","P","Control","PL1",84683826.5
-45,"Syn","P","Control","PL1",69255599
-41,"Syn","P","Control","PL1",19738335.5
-39,"Syn","P","Control","PL1",20228120.5
-34,"Syn","P","Control","PL1",103344635
-32,"Syn","P","Control","PL1",69206620.5
-27,"Syn","P","Control","PL1",111524044.5
-24,"Syn","P","Control","PL1",46970381.5
-19,"Syn","P","Control","PL1",143458026.5
-17,"Syn","P","Control","PL1",82871622
-13,"Syn","P","Control","PL1",32962530.5
-11,"Syn","P","Control","PL1",24342314.5
-6,"Syn","P","Control","PL1",24244357.5
0,"Syn","P","Control","PL1",51721296
2,"Syn","P","Control","PL1",18979168.75
4,"Syn","P","Control","PL1",19517932.25
7,"Syn","P","Control","PL1",8767151.5
9,"Syn","P","Control","PL1",14438861.8
11,"Syn","P","Control","PL1",25366944.72
14,"Syn","P","Control","PL1",28825479.8666667
16,"Syn","P","Control","PL1",32195200.6666667
18,"Syn","P","Control","PL1",17011865.6666667
21,"Syn","P","Control","PL1",19676296.0666667
23,"Syn","P","Control","PL1",28479365.1333333
25,"Syn","P","Control","PL1",40462771.4666667
28,"Syn","P","Control","PL1",42003961.6
30,"Syn","P","Control","PL1",25841056.6
32,"Syn","P","Control","PL1",20753823.0666667
35,"Syn","P","Control","PL1",23927629.8666667
37,"Syn","P","Control","PL1",28198555.0666667
39,"Syn","P","Control","PL1",18997127.5333333
42,"Syn","P","Control","PL1",20538317.6666667
44,"Syn","P","Control","PL1",24476189.0666667
46,"Syn","P","Control","PL1",27160210.8666667
49,"Syn","P","Control","PL1",15973521.4666667
51,"Syn","P","Control","PL1",30719315.2
53,"Syn","P","Control","PL1",42689660.6
56,"Syn","P","Control","PL1",118390830.2
58,"Syn","P","Control","PL1",84713213.6
60,"Syn","P","Control","PL1",30464627
63,"Syn","P","Control","PL1",23362744.5
65,"Syn","P","Control","PL1",52132715.4
67,"Syn","P","Control","PL1",45902650.2
70,"Syn","P","Control","PL1",11578517.4
72,"Syn","P","Control","PL1",10106713.475
74,"Syn","P","Control","PL1",30219734.5
77,"Syn","P","Control","PL1",9269181.125
79,"Syn","P","Control","PL1",7299020.9625
81,"Syn","P","Control","PL1",8060636.6375
84,"Syn","P","Control","PL1",17143563.4111111
86,"Syn","P","Control","PL1",16041683.2125
88,"Syn","P","Control","PL1",10298545.9333333
91,"Syn","P","Control","PL1",8541850.4
93,"Syn","P","Control","PL1",7859824.7875
95,"Syn","P","Control","PL1",12760531.8666667
98,"Syn","P","Control","PL1",13148278.325
100,"Syn","P","Control","PL1",11996059.1125
102,"Syn","P","Control","PL1",14203765
105,"Syn","P","Control","PL1",14262539.2
107,"Syn","P","Control","PL1",15589856.55
109,"Syn","P","Control","PL1",14708243.55
112,"Syn","P","Control","PL1",22192158.35
114,"Syn","P","Control","PL1",28152841.8
117,"Syn","P","Control","PL1",23348050.95
119,"Syn","P","Control","PL1",34108627.4
121,"Syn","P","Control","PL1",24704755.4
125,"Syn","P","Control","PL1",20428932.35
129,"Syn","P","Control","PL1",13145829.4
131,"Syn","P","Control","PL1",14666611.825
135,"Syn","P","Control","PL1",22135833.075
144,"Syn","P","Control","PL1",24707204.325
146,"Syn","P","Control","PL1",37752627.8
149,"Syn","P","Control","PL1",35166563
156,"Syn","P","Control","PL1",33359800.5555556
158,"Syn","P","Control","PL1",19889862.734375
160,"Syn","P","Control","PL1",42427625.625
166,"Syn","P","Control","PL1",42781087.1333333
-125,"Syn","P","Infect","PL2",93548935
-124,"Syn","P","Infect","PL2",38967294.6
-118,"Syn","P","Infect","PL2",78561.514
-115,"Syn","P","Infect","PL2",111670.98
-112,"Syn","P","Infect","PL2",18024.088
-110,"Syn","P","Infect","PL2",57990.544
-108,"Syn","P","Infect","PL2",13028.281
-105,"Syn","P","Infect","PL2",74349.363
-103,"Syn","P","Infect","PL2",150363.995
-101,"Syn","P","Infect","PL2",1038670.72333333
-98,"Syn","P","Infect","PL2",3046952.485
-96,"Syn","P","Infect","PL2",15531082.35
-89,"Syn","P","Infect","PL2",38546079.5
-74,"Syn","P","Infect","PL2",37493041.75
-68,"Syn","P","Infect","PL2",103932377
-62,"Syn","P","Infect","PL2",304597291.5
-55,"Syn","P","Infect","PL2",177449105.5
-48,"Syn","P","Infect","PL2",88063343
-46,"Syn","P","Infect","PL2",180191901.5
-45,"Syn","P","Infect","PL2",174265503
-41,"Syn","P","Infect","PL2",203799538.5
-39,"Syn","P","Infect","PL2",132927649
-34,"Syn","P","Infect","PL2",155016952.5
-32,"Syn","P","Infect","PL2",200420022
-27,"Syn","P","Infect","PL2",169563567
-24,"Syn","P","Infect","PL2",77581944
-19,"Syn","P","Infect","PL2",140813187.5
-17,"Syn","P","Infect","PL2",58088501
-13,"Syn","P","Infect","PL2",73761621
-11,"Syn","P","Infect","PL2",21893389.5
-6,"Syn","P","Infect","PL2",53753903.75
0,"Syn","P","Infect","PL2",120266706.75
2,"Syn","P","Infect","PL2",42190079.9
4,"Syn","P","Infect","PL2",24645981.2
7,"Syn","P","Infect","PL2",20747292.6
9,"Syn","P","Infect","PL2",11794022.8
11,"Syn","P","Infect","PL2",16801584.64
14,"Syn","P","Infect","PL2",11723003.975
16,"Syn","P","Infect","PL2",12790735.275
18,"Syn","P","Infect","PL2",13250316.8666667
21,"Syn","P","Infect","PL2",6776991.78333333
23,"Syn","P","Infect","PL2",7139106.16
25,"Syn","P","Infect","PL2",5406472.88461538
28,"Syn","P","Infect","PL2",9073078.74615385
30,"Syn","P","Infect","PL2",9327013.43076923
32,"Syn","P","Infect","PL2",6645252.17692308
35,"Syn","P","Infect","PL2",7767990.1
37,"Syn","P","Infect","PL2",8361006.70769231
39,"Syn","P","Infect","PL2",3524191.45384615
42,"Syn","P","Infect","PL2",2967343.58461538
44,"Syn","P","Infect","PL2",2044852.375
46,"Syn","P","Infect","PL2",2323417.59375
49,"Syn","P","Infect","PL2",2852385.39375
51,"Syn","P","Infect","PL2",4453370.1125
53,"Syn","P","Infect","PL2",13357661.4125
56,"Syn","P","Infect","PL2",1214666.8
58,"Syn","P","Infect","PL2",2792754.07
60,"Syn","P","Infect","PL2",1230339.92
63,"Syn","P","Infect","PL2",929367.0375
65,"Syn","P","Infect","PL2",4874340.32
67,"Syn","P","Infect","PL2",3168908.95
70,"Syn","P","Infect","PL2",934019.995
72,"Syn","P","Infect","PL2",853858.516666667
74,"Syn","P","Infect","PL2",1345509.36428571
77,"Syn","P","Infect","PL2",533559.534375
79,"Syn","P","Infect","PL2",496641.99
81,"Syn","P","Infect","PL2",498181.314285714
84,"Syn","P","Infect","PL2",1378967.40454545
86,"Syn","P","Infect","PL2",1354700.78409091
88,"Syn","P","Infect","PL2",1164129.89318182
91,"Syn","P","Infect","PL2",2080695.73181818
93,"Syn","P","Infect","PL2",823328.585
95,"Syn","P","Infect","PL2",846437.531818182
98,"Syn","P","Infect","PL2",922510.0475
100,"Syn","P","Infect","PL2",1080710.6025
102,"Syn","P","Infect","PL2",1160790.45
105,"Syn","P","Infect","PL2",1555067.375
107,"Syn","P","Infect","PL2",1644759.253125
109,"Syn","P","Infect","PL2",1280175.54375
112,"Syn","P","Infect","PL2",2053729.728125
114,"Syn","P","Infect","PL2",2983840.18928571
117,"Syn","P","Infect","PL2",5362096.21071429
119,"Syn","P","Infect","PL2",5266658.105
121,"Syn","P","Infect","PL2",5496612.1625
125,"Syn","P","Infect","PL2",10084673.15
129,"Syn","P","Infect","PL2",7149636.5375
131,"Syn","P","Infect","PL2",11992385.725
135,"Syn","P","Infect","PL2",5194169.925
144,"Syn","P","Infect","PL2",34520046.8
146,"Syn","P","Infect","PL2",153895344.85
149,"Syn","P","Infect","PL2",46176929.8
156,"Syn","P","Infect","PL2",47794852.9166667
158,"Syn","P","Infect","PL2",37458348.6458333
160,"Syn","P","Infect","PL2",85778700.0520833
166,"Syn","P","Infect","PL2",74192631.8
-125,"Phage","P","Infect","PL2",NA
-124,"Phage","P","Infect","PL2",NA
-118,"Phage","P","Infect","PL2",NA
-115,"Phage","P","Infect","PL2",NA
-112,"Phage","P","Infect","PL2",NA
-110,"Phage","P","Infect","PL2",NA
-108,"Phage","P","Infect","PL2",NA
-105,"Phage","P","Infect","PL2",NA
-103,"Phage","P","Infect","PL2",NA
-101,"Phage","P","Infect","PL2",NA
-98,"Phage","P","Infect","PL2",NA
-96,"Phage","P","Infect","PL2",NA
-89,"Phage","P","Infect","PL2",NA
-74,"Phage","P","Infect","PL2",NA
-68,"Phage","P","Infect","PL2",NA
-62,"Phage","P","Infect","PL2",NA
-55,"Phage","P","Infect","PL2",NA
-48,"Phage","P","Infect","PL2",NA
-46,"Phage","P","Infect","PL2",NA
-45,"Phage","P","Infect","PL2",NA
-41,"Phage","P","Infect","PL2",NA
-39,"Phage","P","Infect","PL2",NA
-34,"Phage","P","Infect","PL2",NA
-32,"Phage","P","Infect","PL2",NA
-27,"Phage","P","Infect","PL2",NA
-24,"Phage","P","Infect","PL2",NA
-19,"Phage","P","Infect","PL2",NA
-17,"Phage","P","Infect","PL2",NA
-13,"Phage","P","Infect","PL2",NA
-11,"Phage","P","Infect","PL2",NA
-6,"Phage","P","Infect","PL2",NA
0,"Phage","P","Infect","PL2",NA
2,"Phage","P","Infect","PL2",2102120.50533333
4,"Phage","P","Infect","PL2",24957882.9277143
7,"Phage","P","Infect","PL2",130218199.173111
9,"Phage","P","Infect","PL2",210947002.439333
11,"Phage","P","Infect","PL2",152723437.123636
14,"Phage","P","Infect","PL2",97120338.159
16,"Phage","P","Infect","PL2",71524452.62625
18,"Phage","P","Infect","PL2",179847054.644706
21,"Phage","P","Infect","PL2",187085006.052941
23,"Phage","P","Infect","PL2",134804404.436
25,"Phage","P","Infect","PL2",104256484.085
28,"Phage","P","Infect","PL2",262389684.505
30,"Phage","P","Infect","PL2",28540936.3
32,"Phage","P","Infect","PL2",659870094.66
35,"Phage","P","Infect","PL2",253093363.56
37,"Phage","P","Infect","PL2",268084194
39,"Phage","P","Infect","PL2",176884172.801818
42,"Phage","P","Infect","PL2",43622951.84
44,"Phage","P","Infect","PL2",34681601.4628571
46,"Phage","P","Infect","PL2",101583080.929474
49,"Phage","P","Infect","PL2",147851360.512632
51,"Phage","P","Infect","PL2",160914953.870667
53,"Phage","P","Infect","PL2",130457914.669333
56,"Phage","P","Infect","PL2",117434250.786667
58,"Phage","P","Infect","PL2",191172167.438571
60,"Phage","P","Infect","PL2",183825784.374074
63,"Phage","P","Infect","PL2",97282343.6866667
65,"Phage","P","Infect","PL2",210900715.145714
67,"Phage","P","Infect","PL2",210900715.145714
70,"Phage","P","Infect","PL2",360177237.067143
72,"Phage","P","Infect","PL2",162976431.874286
74,"Phage","P","Infect","PL2",77728784.5285714
77,"Phage","P","Infect","PL2",213313863.685
79,"Phage","P","Infect","PL2",149153747.6975
81,"Phage","P","Infect","PL2",160948540.3825
